State,Year,Month,Crime Description,Crime Count,Month_sin,Month_cos,Lag_1,Lag_3,Rolling_Mean_3
Andhra Pradesh,2024,1,ARSON,26302,0.49999999999999994,0.8660254037844387,30800.0,32000.0,29866.666x666666668
Andhra Pradesh,2024,1,ASSAULT,12153,0.49999999999999994,0.8660254037844387,12500.0,11800.0,13033.333333333334
Andhra Pradesh,2024,1,BURGLARY,6562,0.49999999999999994,0.8660254037844387,4000.0,5700.0,4866.666666666667
Andhra Pradesh,2024,1,COUNTER_FEITING,15356,0.49999999999999994,0.8660254037844387,14200.0,13200.0,13666.666666666666
Andhra Pradesh,2024,1,CYBER_CRIME,16463,0.49999999999999994,0.8660254037844387,16400.0,17000.0,16300.0
Andhra Pradesh,2024,1,DOMESTIC_VIOLENCE,21897,0.49999999999999994,0.8660254037844387,22900.0,23900.0,25433.333333333332
Andhra Pradesh,2024,1,DRUG_OFFENCE,13545,0.49999999999999994,0.8660254037844387,13400.0,12600.0,12266.666666666666
Andhra Pradesh,2024,1,EXTORTION,23754,0.49999999999999994,0.8660254037844387,28500.0,33600.0,29500.0
Andhra Pradesh,2024,1,FIREARM_OFFENCE,25586,0.49999999999999994,0.8660254037844387,31400.0,31400.0,29933.333333333332
Andhra Pradesh,2024,1,FRAUD,12566,0.49999999999999994,0.8660254037844387,12000.0,13200.0,12633.333333333334
Andhra Pradesh,2024,1,HOMICIDE,10328,0.49999999999999994,0.8660254037844387,9700.0,11700.0,10766.666666666666
Andhra Pradesh,2024,1,IDENTITY_THEFT,23898,0.49999999999999994,0.8660254037844387,25800.0,25500.0,24900.0
Andhra Pradesh,2024,1,ILLEGAL_POSSESION,16680,0.49999999999999994,0.8660254037844387,16700.0,19100.0,17933.333333333332
Andhra Pradesh,2024,1,KIDNAPPING,16155,0.49999999999999994,0.8660254037844387,16700.0,15900.0,17100.0
Andhra Pradesh,2024,1,PUBLIC_INTOXICATION,11436,0.49999999999999994,0.8660254037844387,11400.0,11100.0,10666.666666666666
Andhra Pradesh,2024,1,ROBBERY,27992,0.49999999999999994,0.8660254037844387,35600.0,36000.0,36033.333333333336
Andhra Pradesh,2024,1,SEXUAL_ASSUALT,27745,0.49999999999999994,0.8660254037844387,36800.0,36100.0,35666.666666666664
Andhra Pradesh,2024,1,SHOP_LIFTING,32431,0.49999999999999994,0.8660254037844387,59900.0,52800.0,56066.666666666664
Andhra Pradesh,2024,1,TRAFFIC_VIOLATION,25668,0.49999999999999994,0.8660254037844387,34700.0,39600.0,38833.333333333336
Andhra Pradesh,2024,1,VANDALISM,18506,0.49999999999999994,0.8660254037844387,20000.0,22600.0,21466.666666666668
Andhra Pradesh,2024,1,VEHICLE_STOLEN,17409,0.49999999999999994,0.8660254037844387,20700.0,21700.0,21300.0
Arunachal Pradesh,2024,1,ARSON,12433,0.49999999999999994,0.8660254037844387,12400.0,11900.0,12033.333333333334
Arunachal Pradesh,2024,1,ASSAULT,12603,0.49999999999999994,0.8660254037844387,14200.0,11100.0,12433.333333333334
Arunachal Pradesh,2024,1,BURGLARY,25738,0.49999999999999994,0.8660254037844387,44500.0,41900.0,43666.666666666664
Arunachal Pradesh,2024,1,COUNTER_FEITING,14761,0.49999999999999994,0.8660254037844387,14700.0,16500.0,15666.666666666666
Arunachal Pradesh,2024,1,CYBER_CRIME,24244,0.49999999999999994,0.8660254037844387,34700.0,42500.0,39533.333333333336
Arunachal Pradesh,2024,1,DOMESTIC_VIOLENCE,5326,0.49999999999999994,0.8660254037844387,3400.0,2700.0,3100.0
Arunachal Pradesh,2024,1,DRUG_OFFENCE,10606,0.49999999999999994,0.8660254037844387,10800.0,11700.0,11466.666666666666
Arunachal Pradesh,2024,1,EXTORTION,18758,0.49999999999999994,0.8660254037844387,20700.0,22900.0,22100.0
Arunachal Pradesh,2024,1,FIREARM_OFFENCE,13512,0.49999999999999994,0.8660254037844387,15300.0,16500.0,15866.666666666666
Arunachal Pradesh,2024,1,FRAUD,22359,0.49999999999999994,0.8660254037844387,28400.0,28700.0,30166.666666666668
Arunachal Pradesh,2024,1,HOMICIDE,17806,0.49999999999999994,0.8660254037844387,21300.0,23500.0,22233.333333333332
Arunachal Pradesh,2024,1,IDENTITY_THEFT,27898,0.49999999999999994,0.8660254037844387,39600.0,35400.0,36733.333333333336
Arunachal Pradesh,2024,1,ILLEGAL_POSSESION,23639,0.49999999999999994,0.8660254037844387,30100.0,32200.0,32733.333333333332
Arunachal Pradesh,2024,1,KIDNAPPING,25462,0.49999999999999994,0.8660254037844387,46000.0,44800.0,46400.0
Arunachal Pradesh,2024,1,PUBLIC_INTOXICATION,9862,0.49999999999999994,0.8660254037844387,10400.0,11500.0,10100.0
Arunachal Pradesh,2024,1,ROBBERY,28979,0.49999999999999994,0.8660254037844387,42600.0,44000.0,41766.666666666664
Arunachal Pradesh,2024,1,SEXUAL_ASSUALT,20451,0.49999999999999994,0.8660254037844387,26300.0,35200.0,30400.0
Arunachal Pradesh,2024,1,SHOP_LIFTING,18967,0.49999999999999994,0.8660254037844387,23200.0,23700.0,22600.0
Arunachal Pradesh,2024,1,TRAFFIC_VIOLATION,22396,0.49999999999999994,0.8660254037844387,24300.0,22400.0,24633.333333333332
Arunachal Pradesh,2024,1,VANDALISM,19642,0.49999999999999994,0.8660254037844387,21100.0,18400.0,21900.0
Arunachal Pradesh,2024,1,VEHICLE_STOLEN,13615,0.49999999999999994,0.8660254037844387,15800.0,17900.0,16900.0
Assam,2024,1,ARSON,16200,0.49999999999999994,0.8660254037844387,18600.0,22300.0,20333.333333333332
Assam,2024,1,ASSAULT,19536,0.49999999999999994,0.8660254037844387,28100.0,28700.0,28233.333333333332
Assam,2024,1,BURGLARY,21193,0.49999999999999994,0.8660254037844387,26500.0,22200.0,24700.0
Assam,2024,1,COUNTER_FEITING,3989,0.49999999999999994,0.8660254037844387,1800.0,1800.0,1966.6666666666667
Assam,2024,1,CYBER_CRIME,29544,0.49999999999999994,0.8660254037844387,47500.0,41600.0,45366.666666666664
Assam,2024,1,DOMESTIC_VIOLENCE,19221,0.49999999999999994,0.8660254037844387,23100.0,22000.0,23200.0
Assam,2024,1,DRUG_OFFENCE,8474,0.49999999999999994,0.8660254037844387,9000.0,9300.0,10000.0
Assam,2024,1,EXTORTION,18390,0.49999999999999994,0.8660254037844387,20300.0,17000.0,18166.666666666668
Assam,2024,1,FIREARM_OFFENCE,29168,0.49999999999999994,0.8660254037844387,46700.0,47500.0,47500.0
Assam,2024,1,FRAUD,6248,0.49999999999999994,0.8660254037844387,6700.0,8000.0,7633.333333333333
Assam,2024,1,HOMICIDE,15225,0.49999999999999994,0.8660254037844387,19100.0,19500.0,20633.333333333332
Assam,2024,1,IDENTITY_THEFT,27979,0.49999999999999994,0.8660254037844387,38700.0,33800.0,35700.0
Assam,2024,1,ILLEGAL_POSSESION,23460,0.49999999999999994,0.8660254037844387,31400.0,31700.0,31466.666666666668
Assam,2024,1,KIDNAPPING,21606,0.49999999999999994,0.8660254037844387,31000.0,35000.0,32266.666666666668
Assam,2024,1,PUBLIC_INTOXICATION,13520,0.49999999999999994,0.8660254037844387,16700.0,17400.0,16833.333333333332
Assam,2024,1,ROBBERY,13371,0.49999999999999994,0.8660254037844387,14100.0,15100.0,15366.666666666666
Assam,2024,1,SEXUAL_ASSUALT,4086,0.49999999999999994,0.8660254037844387,2000.0,2200.0,1900.0
Assam,2024,1,SHOP_LIFTING,43328,0.49999999999999994,0.8660254037844387,85100.0,82400.0,83066.66666666667
Assam,2024,1,TRAFFIC_VIOLATION,22024,0.49999999999999994,0.8660254037844387,24700.0,21700.0,23300.0
Assam,2024,1,VANDALISM,15677,0.49999999999999994,0.8660254037844387,18800.0,18000.0,19000.0
Assam,2024,1,VEHICLE_STOLEN,4873,0.49999999999999994,0.8660254037844387,5300.0,4900.0,4966.666666666667
Bihar,2024,1,ARSON,16690,0.49999999999999994,0.8660254037844387,17800.0,19200.0,19133.333333333332
Bihar,2024,1,ASSAULT,18622,0.49999999999999994,0.8660254037844387,22800.0,22500.0,23433.333333333332
Bihar,2024,1,BURGLARY,10515,0.49999999999999994,0.8660254037844387,11100.0,13300.0,11100.0
Bihar,2024,1,COUNTER_FEITING,25810,0.49999999999999994,0.8660254037844387,29400.0,24000.0,27500.0
Bihar,2024,1,CYBER_CRIME,23699,0.49999999999999994,0.8660254037844387,29900.0,30200.0,29566.666666666668
